#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Ability 1,Ability 2,Hidden Ability,FrenchName,EV HP,EV Attack,EV Defense,EV Sp. Atk,EV Sp. Def,EV Speed
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,False,Keen Eye,Sheer Force,Defiant,Gueriaigle,0,2,0,0,0,0
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,False,Big Pecks,Overcoat,Weak Armor,Vostourno,0,0,1,0,0,0
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False,Big Pecks,Overcoat,Weak Armor,Vaututrice,0,0,0,2,0,0
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,False,Gluttony,Flash Fire,White Smoke,Aflamanoir,0,0,0,2,0,0
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,False,Swarm,Hustle,Truant,Fermite,0,0,2,0,0,0
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False,Hustle,,,Solochi,0,1,0,0,0,0
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False,Hustle,,,Diamat,0,2,0,0,0,0
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,False,Levitate,,,Trioxhydre,0,0,0,3,0,0
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,False,Flame Body,,Swarm,Pyronille,0,1,0,0,0,0
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False,Flame Body,,Swarm,Pyrax,0,0,0,3,0,0
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,True,Justified,,,Cobaltium,0,0,3,0,0,0
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,True,Justified,,,Terrakium,0,3,0,0,0,0
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,True,Justified,,,Viridium,0,0,0,0,3,0
641,Tornadus,Flying,,580,79,115,70,125,80,111,5,True,Prankster,,Defiant,Boréas,0,3,0,0,0,0
642,Thundurus,Electric,Flying,580,79,115,70,125,80,111,5,True,Prankster,,Defiant,Fulguris,0,3,0,0,0,0
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,True,Turboblaze,,,Reshiram,0,0,0,3,0,0
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,True,Teravolt,,,Zekrom,0,3,0,0,0,0
645,Landorus,Ground,Flying,600,89,125,90,115,80,101,5,True,Sand Force,,Sheer Force,Démétéros,0,0,0,3,0,0
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,True,Pressure,,,Kyurem,1,1,0,1,0,0
647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,5,False,Justified,,,Keldeo,0,0,0,3,0,0
648,Meloetta,Normal,Psychic,600,100,77,77,128,128,90,5,False,Serene Grace,,,Meloetta,0,0,0,1,1,1
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,False,Download,,,Genesect,0,1,0,1,0,1
650,Chespin,Grass,,313,56,61,65,48,45,38,6,False,Overgrow,,Bulletproof,Marisson,0,0,1,0,0,0
651,Quilladin,Grass,,405,61,78,95,56,58,57,6,False,Overgrow,,Bulletproof,Boguérisse,0,0,2,0,0,0
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,False,Overgrow,,Bulletproof,Blindépique,0,0,3,0,0,0
653,Fennekin,Fire,,307,40,45,40,62,60,60,6,False,Blaze,,Magician,Feunnec,0,0,0,1,0,0
654,Braixen,Fire,,409,59,59,58,90,70,73,6,False,Blaze,,Magician,Roussil,0,0,0,2,0,0
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,False,Blaze,,Magician,Goupelin,0,0,0,3,0,0
656,Froakie,Water,,314,41,56,40,62,44,71,6,False,Torrent,,Protean,Grenousse,0,0,0,0,0,1
657,Frogadier,Water,,405,54,63,52,83,56,97,6,False,Torrent,,Protean,Croâporal,0,0,0,0,0,2
658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,False,Torrent,,Protean,Amphinobi,0,0,0,0,0,3
659,Bunnelby,Normal,,237,38,36,38,32,36,57,6,False,Pickup,Cheek Pouch,Huge Power,Sapereau,0,0,0,0,0,1
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,False,Pickup,Cheek Pouch,Huge Power,Excavarenne,2,0,0,0,0,0
661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,False,Big Pecks,,Gale Wings,Passerouge,0,0,0,0,0,1
662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,False,Flame Body,,Gale Wings,Braisillon,0,0,0,0,0,2
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,False,Flame Body,,Gale Wings,Flambusard,0,0,0,0,0,3
664,Scatterbug,Bug,,200,38,35,40,27,25,35,6,False,Shield Dust,Compound Eyes,Friend Guard,Lépidonille,0,0,1,0,0,0
665,Spewpa,Bug,,213,45,22,60,27,30,29,6,False,Shed Skin,,Friend Guard,Pérégrain,0,0,2,0,0,0
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,False,Shield Dust,Compound Eyes,Friend Guard,Prismillon,1,0,0,1,0,1
667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,False,Rivalry,Unnerve,Moxie,Hélionceau,0,0,0,1,0,0
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,False,Rivalry,Unnerve,Moxie,Némélios,0,0,0,2,0,0
669,Flabebe,Fairy,,303,44,38,39,61,79,42,6,False,Flower Veil,,Symbiosis,Flabébé,0,0,0,0,1,0
670,Floette,Fairy,,371,54,45,47,75,98,52,6,False,Flower Veil,,Symbiosis,Floette,0,0,0,0,2,0
671,Florges,Fairy,,552,78,65,68,112,154,75,6,False,Flower Veil,,Symbiosis,Florges,0,0,0,0,3,0
672,Skiddo,Grass,,350,66,65,48,62,57,52,6,False,Sap Sipper,,Grass Pelt,Cabriolaine,1,0,0,0,0,0
673,Gogoat,Grass,,531,123,100,62,97,81,68,6,False,Sap Sipper,,Grass Pelt,Chevroum,2,0,0,0,0,0
674,Pancham,Fighting,,348,67,82,62,46,48,43,6,False,Iron Fist,Mold Breaker,Scrappy,Pandespiègle,0,1,0,0,0,0
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,False,Iron Fist,Mold Breaker,Scrappy,Pandarbare,0,2,0,0,0,0
676,Furfrou,Normal,,472,75,80,60,65,90,102,6,False,Fur Coat,,,Couafarel,0,0,0,0,0,1
677,Espurr,Psychic,,355,62,48,54,63,60,68,6,False,Keen Eye,Infiltrator,Own Tempo,Psystigri,0,0,0,0,0,1
678,Meowstic,Psychic,,466,74,48,76,83,81,104,6,False,Keen Eye,Infiltrator,Prankster,Mistigrix,0,0,0,0,0,2
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,False,No Guard,,,Monorpale,0,0,1,0,0,0
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,False,No Guard,,,Dimoclès,0,0,2,0,0,0
681,Aegislash,Steel,Ghost,500,60,50,140,50,140,60,6,False,Stance Change,,,Exagide,0,0,2,0,1,0
682,Spritzee,Fairy,,341,78,52,60,63,65,23,6,False,Healer,,Aroma Veil,Fluvetin,1,0,0,0,0,0
683,Aromatisse,Fairy,,462,101,72,72,99,89,29,6,False,Healer,,Aroma Veil,Cocotine,2,0,0,0,0,0
684,Swirlix,Fairy,,341,62,48,66,59,57,49,6,False,Sweet Veil,,Unburden,Sucroquin,0,0,1,0,0,0
685,Slurpuff,Fairy,,480,82,80,86,85,75,72,6,False,Sweet Veil,,Unburden,Cupcanaille,0,0,2,0,0,0
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,False,Contrary,Suction Cups,Infiltrator,Sepiatop,0,1,0,0,0,0
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,False,Contrary,Suction Cups,Infiltrator,Sepiatroce,0,2,0,0,0,0
688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,False,Tough Claws,Sniper,Pickpocket,Opermine,0,1,0,0,0,0
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,False,Tough Claws,Sniper,Pickpocket,Golgopathe,0,2,0,0,0,0
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,False,Poison Point,Poison Touch,Adaptability,Venalgue,0,0,0,0,1,0
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,False,Poison Point,Poison Touch,Adaptability,Kravarech,0,0,0,0,2,0
692,Clauncher,Water,,330,50,53,62,58,63,44,6,False,Mega Launcher,,,Flingouste,0,0,0,1,0,0
693,Clawitzer,Water,,500,71,73,88,120,89,59,6,False,Mega Launcher,,,Gamblast,0,0,0,2,0,0
694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,False,Dry Skin,Sand Veil,Solar Power,Galvaran,0,0,0,0,0,1
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,False,Dry Skin,Sand Veil,Solar Power,Iguolta,0,0,0,1,0,1
696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,False,Strong Jaw,,Sturdy,Ptyranidur,0,1,0,0,0,0
697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,False,Strong Jaw,,Rock Head,Rexillius,0,2,0,0,0,0
698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,False,Refrigerate,,Snow Warning,Amagara,1,0,0,0,0,0
699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,False,Refrigerate,,Snow Warning,Dragmara,2,0,0,0,0,0
700,Sylveon,Fairy,,525,95,65,65,110,130,60,6,False,Cute Charm,,Pixilate,Nymphali,0,0,0,0,2,0
701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,False,Limber,Unburden,Mold Breaker,Brutalibré,0,2,0,0,0,0
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,False,Cheek Pouch,Pickup,Plus,Dedenne,0,0,0,0,0,2
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,False,Clear Body,,Sturdy,Strassie,0,0,1,0,1,0
704,Goomy,Dragon,,300,45,50,35,55,75,40,6,False,Sap Sipper,Hydration,Gooey,Mucuscule,0,0,0,0,1,0
705,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,False,Sap Sipper,Hydration,Gooey,Colimucus,0,0,0,0,2,0
706,Goodra,Dragon,,600,90,100,70,110,150,80,6,False,Sap Sipper,Hydration,Gooey,Muplodocus,0,0,0,0,3,0
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,False,Prankster,,Magician,Trousselin,0,0,1,0,0,0
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,False,Natural Cure,Frisk,Harvest,Brocélôme,0,1,0,0,0,0
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,False,Natural Cure,Frisk,Harvest,Desséliande,0,2,0,0,0,0
710,Pumpkaboo,Ghost,Grass,335,49,66,70,44,55,51,6,False,Pickup,Frisk,Insomnia,Pitrouille,0,0,1,0,0,0
711,Gourgeist,Ghost,Grass,494,65,90,122,58,75,84,6,False,Pickup,Frisk,Insomnia,Banshitrouye,0,0,2,0,0,0
712,Bergmite,Ice,,304,55,69,85,32,35,28,6,False,Own Tempo,Ice Body,Sturdy,Grelaçon,0,0,1,0,0,0
713,Avalugg,Ice,,514,95,117,184,44,46,28,6,False,Own Tempo,Ice Body,Sturdy,Séracrawl,0,0,2,0,0,0
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,False,Frisk,Infiltrator,Telepathy,Sonistrelle,0,0,0,0,0,1
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,False,Frisk,Infiltrator,Telepathy,Bruyverne,0,0,0,0,0,2
716,Xerneas,Fairy,,680,126,131,95,131,98,99,6,True,Fairy Aura,,,Xerneas,3,0,0,0,0,0
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,True,Dark Aura,,,Yveltal,3,0,0,0,0,0
718,Zygarde,Dragon,Ground,600,108,100,121,81,95,95,6,True,Aura Break,,,Zygarde,3,0,0,0,0,0
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,False,Clear Body,,,Diancie,0,0,1,0,2,0
720,Hoopa,Psychic,Ghost,600,80,110,60,150,130,70,6,False,Magician,,,Hoopa,0,0,0,3,0,0
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,False,Water Absorb,,,Volcanion,0,0,0,3,0,0
722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,7,False,Overgrow,,Long Reach,Brindibou,1,0,0,0,0,0
723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,7,False,Overgrow,,Long Reach,Efflèche,2,0,0,0,0,0
724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,7,False,Overgrow,,Long Reach,Archéduc,0,3,0,0,0,0
725,Litten,Fire,,320,45,65,40,60,40,70,7,False,Blaze,,Intimidate,Flamiaou,0,0,0,0,0,1
726,Torracat,Fire,,420,65,85,50,80,50,90,7,False,Blaze,,Intimidate,Matoufeu,0,0,0,0,0,2
727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,7,False,Blaze,,Intimidate,Félinferno,0,3,0,0,0,0
728,Popplio,Water,,320,50,54,54,66,56,40,7,False,Torrent,,Liquid Voice,Otaquin,0,0,0,1,0,0
729,Brionne,Water,,420,60,69,69,91,81,50,7,False,Torrent,,Liquid Voice,Otarlette,0,0,0,2,0,0
730,Primarina,Water,Fairy,530,80,74,74,126,116,60,7,False,Torrent,,Liquid Voice,Oratoria,0,0,0,3,0,0
731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,7,False,Keen Eye,Skill Link,Pickup,Picassaut,0,1,0,0,0,0
732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,7,False,Keen Eye,Skill Link,Pickup,Piclairon,0,2,0,0,0,0
733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,7,False,Keen Eye,Skill Link,Sheer Force,Bazoucan,0,3,0,0,0,0
734,Yungoos,Normal,,253,48,70,30,30,30,45,7,False,Stakeout,Strong Jaw,Adaptability,Manglouton,0,1,0,0,0,0
735,Gumshoos,Normal,,418,88,110,60,55,60,45,7,False,Stakeout,Strong Jaw,Adaptability,Argouste,0,2,0,0,0,0
736,Grubbin,Bug,,300,47,62,45,55,45,46,7,False,Swarm,,,Larvibule,0,1,0,0,0,0
737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,7,False,Battery,,,Chrysapile,0,0,2,0,0,0
738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,7,False,Levitate,,,Lucanon,0,0,0,3,0,0
739,Crabrawler,Fighting,,338,47,82,57,42,47,63,7,False,Hyper Cutter,Iron Fist,Anger Point,Crabagarre,0,1,0,0,0,0
740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,7,False,Hyper Cutter,Iron Fist,Anger Point,Crabominable,0,2,0,0,0,0
741,Oricorio,Fire,Flying,476,75,70,70,98,70,93,7,False,Dancer,,,Plumeline,0,0,0,2,0,0
742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,7,False,Honey Gather,Shield Dust,Sweet Veil,Bombydou,0,0,0,0,0,1
743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,7,False,Honey Gather,Shield Dust,Sweet Veil,Rubombelle,0,0,0,0,0,2
744,Rockruff,Rock,,280,45,65,40,30,40,60,7,False,Keen Eye,Vital Spirit,Steadfast,Rocabot,0,1,0,0,0,0
745,Lycanroc,Rock,,487,75,115,65,55,65,112,7,False,Keen Eye,Sand Rush,Steadfast,Lougaroc,0,2,0,0,0,0
746,Wishiwashi,Water,,175,45,20,20,25,25,40,7,False,Schooling,,,Froussardine,1,0,0,0,0,0
747,Mareanie,Poison,Water,305,50,53,62,43,52,45,7,False,Merciless,Limber,Regenerator,Vorastérie,0,0,1,0,0,0
748,Toxapex,Poison,Water,495,50,63,152,53,142,35,7,False,Merciless,Limber,Regenerator,Prédastérie,0,0,2,0,0,0
749,Mudbray,Ground,,385,70,100,70,45,55,45,7,False,Own Tempo,Stamina,Inner Focus,Tiboudet,0,1,0,0,0,0
750,Mudsdale,Ground,,500,100,125,100,55,85,35,7,False,Own Tempo,Stamina,Inner Focus,Bourrinos,0,2,0,0,0,0
751,Dewpider,Water,Bug,269,38,40,52,40,72,27,7,False,Water Bubble,,Water Absorb,Araqua,0,0,0,0,1,0
752,Araquanid,Water,Bug,454,68,70,92,50,132,42,7,False,Water Bubble,,Water Absorb,Tarenbulle,0,0,0,0,2,0
753,Fomantis,Grass,,250,40,55,35,50,35,35,7,False,Leaf Guard,,Contrary,Mimantis,0,1,0,0,0,0
754,Lurantis,Grass,,480,70,105,90,80,90,45,7,False,Leaf Guard,,Contrary,Floramantis,0,2,0,0,0,0
755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,7,False,Illuminate,Effect Spore,Rain Dish,Spododo,0,0,0,0,1,0
756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,7,False,Illuminate,Effect Spore,Rain Dish,Lampignon,0,0,0,0,2,0
757,Salandit,Poison,Fire,320,48,44,40,71,40,77,7,False,Corrosion,,Oblivious,Tritox,0,0,0,0,0,1
758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,7,False,Corrosion,,Oblivious,Malamandre,0,0,0,0,0,2
759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,7,False,Fluffy,Klutz,Cute Charm,Nounourson,0,1,0,0,0,0
760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,7,False,Fluffy,Klutz,Unnerve,Chelours,0,2,0,0,0,0
761,Bounsweet,Grass,,210,42,30,38,30,38,32,7,False,Leaf Guard,Oblivious,Sweet Veil,Croquine,1,0,0,0,0,0
762,Steenee,Grass,,290,52,40,48,40,48,62,7,False,Leaf Guard,Oblivious,Sweet Veil,Candine,0,0,0,0,0,2
763,Tsareena,Grass,,510,72,120,98,50,98,72,7,False,Leaf Guard,Queenly Majesty,Sweet Veil,Sucreine,0,3,0,0,0,0
764,Comfey,Fairy,,485,51,52,90,82,110,100,7,False,Flower Veil,Triage,Natural Cure,Guérilande,0,0,0,0,2,0
765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,7,False,Inner Focus,Telepathy,Symbiosis,Gouroutan,0,0,0,0,2,0
766,Passimian,Fighting,,490,100,120,90,40,60,80,7,False,Receiver,,Defiant,Quartermac,0,2,0,0,0,0
767,Wimpod,Bug,Water,230,25,35,40,20,30,80,7,False,Wimp Out,,,Sovkipou,0,0,0,0,0,1
768,Golisopod,Bug,Water,530,75,125,140,60,90,40,7,False,Emergency Exit,,,Sarmuraï,0,0,2,0,0,0
769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,7,False,Water Compaction,,Sand Veil,Bacabouh,0,0,1,0,0,0
770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,7,False,Water Compaction,,Sand Veil,Trépassable,0,0,2,0,0,0
771,Pyukumuku,Water,,410,55,60,130,30,130,5,7,False,Innards Out,,Unaware,Concombaffe,0,0,0,0,2,0
772,Type-null,Normal,,534,95,95,95,95,95,59,7,True,Battle Armor,,,Type:0,2,0,0,0,0,0
773,Silvally,Normal,,570,95,95,95,95,95,95,7,True,Rks System,,,Silvallié,3,0,0,0,0,0
774,Minior,Rock,Flying,440,60,60,100,60,100,60,7,False,Shields Down,,,Météno,0,0,1,0,1,0
775,Komala,Normal,,480,65,115,65,75,95,65,7,False,Comatose,,,Dodoala,0,2,0,0,0,0
776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,7,False,Shell Armor,,,Boumata,0,0,2,0,0,0
777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,7,False,Iron Barbs,Lightning Rod,Sturdy,Togedemaru,0,2,0,0,0,0
778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,7,False,Disguise,,,Mimiqui,0,0,0,0,2,0
779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,7,False,Dazzling,Strong Jaw,Wonder Skin,Denticrisse,0,2,0,0,0,0
780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,7,False,Berserk,Sap Sipper,Cloud Nine,Draïeul,0,0,0,2,0,0
781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,7,False,Steelworker,,,Sinistrail,0,2,0,0,0,0
782,Jangmo-o,Dragon,,300,45,55,65,45,45,45,7,False,Bulletproof,Soundproof,Overcoat,Bébécaille,0,0,1,0,0,0
783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,7,False,Bulletproof,Soundproof,Overcoat,Écaïd,0,0,2,0,0,0
784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,7,False,Bulletproof,Soundproof,Overcoat,Ékaïser,0,0,3,0,0,0
785,Tapu-koko,Electric,Fairy,570,70,115,85,95,75,130,7,True,Electric Surge,,Telepathy,Tokorico,0,0,0,0,0,3
786,Tapu-lele,Psychic,Fairy,570,70,85,75,130,115,95,7,True,Psychic Surge,,Telepathy,Tokopiyon,0,0,0,3,0,0
787,Tapu-bulu,Grass,Fairy,570,70,130,115,85,95,75,7,True,Grassy Surge,,Telepathy,Tokotoro,0,3,0,0,0,0
788,Tapu-fini,Water,Fairy,570,70,75,115,95,130,85,7,True,Misty Surge,,Telepathy,Tokopisco,0,0,0,0,3,0
789,Cosmog,Psychic,,200,43,29,31,29,31,37,7,True,Unaware,,,Cosmog,1,0,0,0,0,0
790,Cosmoem,Psychic,,400,43,29,131,29,131,37,7,True,Sturdy,,,Cosmovum,0,0,1,0,1,0
791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,7,True,Full Metal Body,,,Solgaleo,0,3,0,0,0,0
792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,7,True,Shadow Shield,,,Lunala,0,0,0,3,0,0
793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,7,False,Beast Boost,,,Zéroïd,0,0,0,0,3,0
794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,7,False,Beast Boost,,,Mouscoto,0,1,2,0,0,0
795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,7,False,Beast Boost,,,Cancrelove,0,0,0,0,0,3
796,Xurkitree,Electric,,570,83,89,71,173,71,83,7,False,Beast Boost,,,Câblifère,0,0,0,3,0,0
797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,7,False,Beast Boost,,,Bamboiselle,0,1,1,1,0,0
798,Kartana,Grass,Steel,570,59,181,131,59,31,109,7,False,Beast Boost,,,Katagami,0,3,0,0,0,0
799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,7,False,Beast Boost,,,Engloutyran,3,0,0,0,0,0
800,Necrozma,Psychic,,600,97,107,101,127,89,79,7,True,Prism Armor,,,Necrozma,0,1,0,2,0,0
801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,7,False,Soul Heart,,,Magearna,0,0,0,3,0,0
802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,7,False,Technician,,,Marshadow,0,2,0,0,0,1
803,Poipole,Poison,,420,67,73,67,73,67,73,7,False,Beast Boost,,,Vémini,0,0,0,0,0,1
804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,7,False,Beast Boost,,,Mandrillon,0,0,0,3,0,0
805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,7,False,Beast Boost,,,Ama-Ama,0,0,3,0,0,0
806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,7,False,Beast Boost,,,Pierroteknik,0,0,0,3,0,0
807,Zeraora,Electric,,600,88,112,75,102,80,143,7,False,Volt Absorb,,,Zeraora,0,0,0,0,0,3
808,Meltan,Steel,,300,46,65,65,55,35,34,7,False,Magnet Pull,,,Meltan,0,1,0,0,0,0
809,Melmetal,Steel,,600,135,143,143,80,65,34,7,False,Iron Fist,,,Melmetal,0,3,0,0,0,0
810,Grookey,Grass,,310,50,65,50,40,40,65,8,False,Overgrow,,Grassy Surge,Ouistempo,0,1,0,0,0,0
811,Thwackey,Grass,,420,70,85,70,55,60,80,8,False,Overgrow,,Grassy Surge,Badabouin,0,2,0,0,0,0
812,Rillaboom,Grass,,530,100,125,90,60,70,85,8,False,Overgrow,,Grassy Surge,Gorythmic,0,3,0,0,0,0
813,Scorbunny,Fire,,310,50,71,40,40,40,69,8,False,Blaze,,Libero,Flambino,0,0,0,0,0,1
814,Raboot,Fire,,420,65,86,60,55,60,94,8,False,Blaze,,Libero,Lapyro,0,0,0,0,0,2
815,Cinderace,Fire,,530,80,116,75,65,75,119,8,False,Blaze,,Libero,Pyrobut,0,0,0,0,0,3
816,Sobble,Water,,310,50,40,40,70,40,70,8,False,Torrent,,Sniper,Larméléon,0,0,0,0,1,1
817,Drizzile,Water,,420,65,60,55,95,55,90,8,False,Torrent,,Sniper,Arrozard,0,0,0,2,0,0
818,Inteleon,Water,,530,70,85,65,125,65,120,8,False,Torrent,,Sniper,Lézargus,0,0,0,0,0,3
819,Skwovet,Normal,,275,70,55,55,35,35,25,8,False,Cheek Pouch,,Gluttony,Rongourmand,1,0,0,0,0,0
820,Greedent,Normal,,460,120,95,95,55,75,20,8,False,Cheek Pouch,,Gluttony,Rongrigou,2,0,0,0,0,0
821,Rookidee,Flying,,245,38,47,35,33,35,57,8,False,Keen Eye,Unnerve,Big Pecks,Minisange,0,0,0,0,0,1
822,Corvisquire,Flying,,365,68,67,55,43,55,77,8,False,Keen Eye,Unnerve,Big Pecks,Bleuseille,0,0,0,0,0,2
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,8,False,Pressure,Unnerve,Mirror Armor,Corvaillus,0,0,3,0,0,0
824,Blipbug,Bug,,180,25,20,20,25,45,45,8,False,Swarm,Compound Eyes,Telepathy,Larvadar,0,0,0,0,1,0
825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,8,False,Swarm,Compound Eyes,Telepathy,Coléodôme,0,0,0,0,2,0
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,8,False,Swarm,Frisk,Telepathy,Astronelle,0,0,0,0,3,0
827,Nickit,Dark,,245,40,28,28,47,52,50,8,False,Run Away,Unburden,Stakeout,Goupilou,0,0,0,0,1,0
828,Thievul,Dark,,455,70,58,58,87,92,90,8,False,Run Away,Unburden,Stakeout,Roublenard,0,0,0,0,2,0
829,Gossifleur,Grass,,250,40,40,60,40,60,10,8,False,Cotton Down,Regenerator,Effect Spore,Tournicoton,0,0,0,0,1,0
830,Eldegoss,Grass,,460,60,50,90,80,120,60,8,False,Cotton Down,Regenerator,Effect Spore,Blancoton,0,0,0,0,2,0
831,Wooloo,Normal,,270,42,40,55,40,45,48,8,False,Fluffy,Run Away,Bulletproof,Moumouton,0,0,1,0,0,0
832,Dubwool,Normal,,490,72,80,100,60,90,88,8,False,Fluffy,Steadfast,Bulletproof,Moumouflon,0,0,2,0,0,0
833,Chewtle,Water,,284,50,64,50,38,38,44,8,False,Strong Jaw,Shell Armor,Swift Swim,Khélocrok,0,1,0,0,0,0
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,8,False,Strong Jaw,Shell Armor,Swift Swim,Torgamord,0,2,0,0,0,0
835,Yamper,Electric,,270,59,45,50,40,50,26,8,False,Ball Fetch,,Rattled,Voltoutou,1,0,0,0,0,0
836,Boltund,Electric,,490,69,90,60,90,60,121,8,False,Strong Jaw,,Competitive,Fulgudog,0,0,0,0,0,2
837,Rolycoly,Rock,,240,30,40,50,40,50,30,8,False,Steam Engine,Heatproof,Flash Fire,Charbi,0,0,1,0,0,0
838,Carkol,Rock,Fire,410,80,60,90,60,70,50,8,False,Steam Engine,Flame Body,Flash Fire,Wagomine,0,0,2,0,0,0
